location,country,condition,temperature_c,feels_like_c,humidity,wind_speed,wind_direction,pressure,visibility,sunrise,sunset,report_time_utc
Brisbane,Australia,Clear,20.1,20.1,83,,,,,,,2026-04-16T15:21:58.216104+00:00
